"","sID","trial","trial_ix","A_strength","B_strength","C_strength","A_choice","B_choice","C_choice","trees","fish"
"983",26,33,"20","???","???","1","???","???","???","???","???"
"984",26,34,"32","???","???","3","???","???","???","???","???"
"985",26,35,"3","???","???","???","???","???","???","3 trees","???"
"986",26,36,"34","???","???","2","???","???","???","???","???"
"987",26,37,"29","???","???","???","trees","???","fish","???","???"
"988",26,38,"7","???","2","???","???","???","???","???","???"
"989",27,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"990",27,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"991",27,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"992",27,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"993",27,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"994",27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"995",27,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"996",27,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"997",27,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"998",27,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"999",27,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1000",27,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1001",27,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1002",27,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1003",27,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1004",27,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1005",27,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1006",27,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1007",27,19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1008",27,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1009",27,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1010",27,22,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1011",27,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1012",27,24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1013",27,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1014",27,26,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1015",27,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1016",27,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1017",27,29,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1018",27,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1019",27,31,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1020",27,32,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1021",27,33,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1022",27,34,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1023",27,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1024",27,36,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1025",27,37,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1026",27,38,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1027",28,1,"31","???","???","???","???","fish","fish","???","???"
"1028",28,2,"18","2","2","???","???","???","???","???","???"
"1029",28,3,"28","???","???","???","???","trees","fish","???","???"
"1030",28,4,"6","3","???","???","???","???","???","???","???"
"1031",28,5,"9","???","2","???","???","???","???","???","???"
"1032",28,6,"8","???","???","1","???","???","???","???","???"
"1033",28,7,"5","???","???","???","???","???","???","3 trees","???"
"1034",28,8,"10","???","???","3","???","???","???","???","???"
"1035",28,9,"11","???","???","???","trees","???","???","???","???"
"1036",28,10,"26","???","???","???","trees","???","???","???","???"
"1037",28,11,"13","???","???","???","???","trees","???","???","???"
"1038",28,12,"att1","???","???","???","???","???","???","???","4"
"1039",28,13,"1","???","???","???","???","???","???","2 trees","???"
"1040",28,14,"7","???","2","???","???","???","???","???","???"
"1041",28,15,"17","???","???","???","fish","???","fish","1 tree","???"
"1042",28,16,"3","???","???","???","???","???","???","2 trees","???"
"1043",28,17,"29","???","???","???","fish","???","trees","???","???"
"1044",28,18,"15","???","???","???","???","trees","???","???","???"
"1045",28,19,"14","???","???","???","???","???","fish","???","???"
"1046",28,20,"0","???","???","???","???","???","???","1 tree","???"
"1047",28,21,"27","???","???","???","???","fish","???","???","???"
"1048",28,22,"16","???","???","???","???","???","fish","???","???"
"1049",28,23,"24","???","???","???","???","???","???","1 tree","???"
"1050",28,24,"att2","???","???","???","???","???","???","???","6"
"1051",28,25,"23","???","???","???","???","???","???","3 trees","???"
"1052",28,26,"33","???","2","???","???","???","???","???","???"
"1053",28,27,"2","???","???","???","???","???","???","3 trees","???"
"1054",28,28,"25","???","???","???","???","trees","???","???","???"
"1055",28,29,"22","???","???","???","???","???","???","1 tree","???"
"1056",28,30,"32","???","???","1","???","???","???","???","???"
"1057",28,31,"12","???","???","???","fish","???","???","???","???"
"1058",28,32,"4","???","???","???","???","???","???","1 tree","???"
"1059",28,33,"19","???","3","???","???","fish","???","???","???"
"1060",28,34,"30","???","???","???","fish","trees","???","???","???"
"1061",28,35,"21","???","???","???","fish","trees","???","???","???"
"1062",28,36,"20","???","???","3","???","???","???","???","???"
"1063",28,37,"34","???","???","2","???","???","???","???","???"
"1064",28,38,"35","???","???","???","trees","???","???","???","???"
"1065",29,1,"0","???","???","???","???","???","???","3 trees","???"
"1066",29,2,"14","???","???","???","???","???","trees","???","???"
"1067",29,3,"30","???","???","???","trees","trees","???","???","???"
"1068",29,4,"9","???","1","???","???","???","???","???","???"
"1069",29,5,"1","???","???","???","???","???","???","3 trees","???"
"1070",29,6,"21","???","???","???","trees","trees","???","???","???"
"1071",29,7,"2","???","???","???","???","???","???","3 trees","???"
"1072",29,8,"25","???","???","???","???","fish","???","???","???"
"1073",29,9,"17","???","???","???","trees","???","trees","2 trees","???"
"1074",29,10,"33","???","3","???","???","???","???","???","???"
"1075",29,11,"12","???","???","???","trees","???","???","???","???"
"1076",29,12,"att1","???","???","???","???","???","???","???","4"
"1077",29,13,"10","???","???","2","???","???","???","???","???"
"1078",29,14,"23","???","???","???","???","???","???","3 trees","???"
"1079",29,15,"24","???","???","???","???","???","???","3 trees","???"
"1080",29,16,"18","3","3","???","???","???","???","???","???"
"1081",29,17,"32","???","???","3","???","???","???","???","???"
"1082",29,18,"27","???","???","???","???","trees","???","???","???"
"1083",29,19,"16","???","???","???","???","???","trees","???","???"
"1084",29,20,"3","???","???","???","???","???","???","2 trees","???"
"1085",29,21,"28","???","???","???","???","fish","trees","???","???"
"1086",29,22,"7","???","2","???","???","???","???","???","???"
"1087",29,23,"22","???","???","???","???","???","???","3 trees","???"
"1088",29,24,"att2","???","???","???","???","???","???","???","6"
"1089",29,25,"15","???","???","???","???","trees","???","???","???"
"1090",29,26,"19","???","3","???","???","trees","???","???","???"
"1091",29,27,"26","???","???","???","trees","???","???","???","???"
"1092",29,28,"5","???","???","???","???","???","???","3 trees","???"
"1093",29,29,"4","???","???","???","???","???","???","3 trees","???"
"1094",29,30,"31","???","???","???","???","trees","trees","???","???"
"1095",29,31,"29","???","???","???","trees","???","fish","???","???"
"1096",29,32,"34","???","???","3","???","???","???","???","???"
"1097",29,33,"20","???","???","3","???","???","???","???","???"
"1098",29,34,"11","???","???","???","trees","???","???","???","???"
"1099",29,35,"35","???","???","???","trees","???","???","???","???"
"1100",29,36,"6","2","???","???","???","???","???","???","???"
"1101",29,37,"13","???","???","???","???","trees","???","???","???"
"1102",29,38,"8","???","???","2","???","???","???","???","???"
"1103",30,1,"16","???","???","???","???","???","fish","???","???"
"1104",30,2,"0","???","???","???","???","???","???","2 trees","???"
"1105",30,3,"28","???","???","???","???","trees","fish","???","???"
"1106",30,4,"23","???","???","???","???","???","???","3 trees","???"
"1107",30,5,"19","???","3","???","???","fish","???","???","???"
"1108",30,6,"32","???","???","1","???","???","???","???","???"
"1109",30,7,"21","???","???","???","fish","fish","???","???","???"
"1110",30,8,"10","???","???","3","???","???","???","???","???"
"1111",30,9,"9","???","2","???","???","???","???","???","???"
"1112",30,10,"2","???","???","???","???","???","???","3 trees","???"
"1113",30,11,"17","???","???","???","fish","???","fish","1 tree","???"
"1114",30,12,"att1","???","???","???","???","???","???","???","4"
"1115",30,13,"20","???","???","3","???","???","???","???","???"
"1116",30,14,"4","???","???","???","???","???","???","2 trees","???"
"1117",30,15,"7","???","2","???","???","???","???","???","???"
"1118",30,16,"12","???","???","???","fish","???","???","???","???"
"1119",30,17,"35","???","???","???","fish","???","???","???","???"
"1120",30,18,"18","2","2","???","???","???","???","???","???"
"1121",30,19,"15","???","???","???","???","fish","???","???","???"
"1122",30,20,"29","???","???","???","fish","???","trees","???","???"
"1123",30,21,"5","???","???","???","???","???","???","3 trees","???"
"1124",30,22,"1","???","???","???","???","???","???","1 tree","???"
"1125",30,23,"31","???","???","???","???","fish","fish","???","???"
"1126",30,24,"att2","???","???","???","???","???","???","???","0"
"1127",30,25,"24","???","???","???","???","???","???","1 tree","???"
"1128",30,26,"13","???","???","???","???","trees","???","???","???"
"1129",30,27,"27","???","???","???","???","trees","???","???","???"
"1130",30,28,"14","???","???","???","???","???","fish","???","???"
"1131",30,29,"11","???","???","???","trees","???","???","???","???"
"1132",30,30,"34","???","???","2","???","???","???","???","???"
"1133",30,31,"26","???","???","???","trees","???","???","???","???"
"1134",30,32,"8","???","???","1","???","???","???","???","???"
"1135",30,33,"30","???","???","???","fish","trees","???","???","???"
"1136",30,34,"3","???","???","???","???","???","???","1 tree","???"
"1137",30,35,"33","???","3","???","???","???","???","???","???"
"1138",30,36,"25","???","???","???","???","trees","???","???","???"
"1139",30,37,"22","???","???","???","???","???","???","1 tree","???"
"1140",30,38,"6","3","???","???","???","???","???","???","???"
